step,node_ids,num_nodes
1081,"[0, 97, 98, 99, 77, 83, 20, 84]",8
1082,"[0, 70, 74, 77, 16, 83, 20, 91, 97, 98, 99]",11
1083,"[0, 97, 98, 99, 20, 84]",6
1084,"[0, 97, 98, 99, 77, 46, 19, 20, 83]",9
1085,"[0, 74, 19, 29, 33, 97, 99, 98, 37, 38, 43, 44]",12
1086,"[0, 97, 98, 99, 37, 38, 74, 29]",8
1087,"[0, 97, 98, 99, 70, 74, 77, 83, 23]",9
1088,"[0, 74, 77, 29, 33, 98, 97, 99, 37, 43, 44]",11
1089,"[0, 32, 98, 99, 97, 74, 23, 57]",8
1090,"[0, 74, 19, 29, 33, 97, 99, 98, 37, 38, 43, 44]",12
1091,"[0, 70, 10, 77, 16, 83, 97, 98, 99, 48, 50, 52]",12
1092,"[0, 32, 97, 99, 98, 70, 77, 91]",8
1093,"[0, 97, 64, 98, 99, 84, 20]",7
1094,"[0, 64, 2, 70, 74, 23, 29, 97, 98, 99, 57]",11
1095,"[0, 97, 98, 99, 37, 74, 94]",7
1096,"[0, 70, 77, 16, 19, 26, 91, 97, 98, 34, 99, 46]",12
1097,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1098,"[0, 74, 77, 19, 83, 23, 97, 98, 99, 46]",10
1099,"[0, 97, 98, 99, 74, 29]",6
1100,"[0, 97, 98, 99, 37, 74, 43, 44]",8
1101,"[0, 64, 70, 13, 18, 32, 97, 98, 99, 42]",10
1102,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1103,"[0, 97, 98, 99, 77, 83, 84, 55]",8
1104,"[0, 70, 74, 23, 26, 29, 32, 97, 98, 99, 57]",11
1105,"[0, 70, 74, 77, 16, 83, 26, 91, 97, 98, 99]",11
1106,"[0, 97, 98, 99, 70, 74, 16, 20, 23]",9
1107,"[0, 70, 74, 76, 77, 16, 83, 20, 91, 97, 98, 99]",12
1108,"[0, 97, 98, 99, 69, 70, 77, 20]",8
1109,"[0, 74, 19, 29, 33, 97, 99, 98, 37, 38]",10
1110,"[0, 74, 19, 29, 33, 97, 99, 98, 37, 38]",10
1111,"[0, 70, 74, 23, 93, 97, 98, 35, 99, 46, 57]",11
1112,"[0, 74, 13, 18, 29, 33, 97, 99, 98, 37, 38, 42]",12
1113,"[0, 74, 77, 97, 98, 35, 99, 37, 43, 44, 53]",11
1114,"[0, 97, 98, 99, 37, 74, 43, 44, 53]",9
1115,"[0, 97, 98, 99, 37, 74, 11]",7
1116,"[0, 97, 98, 99, 37, 74, 43, 44]",8
1117,"[0, 70, 10, 77, 16, 20, 91, 97, 98, 99]",10
1118,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1119,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1120,"[0, 70, 74, 77, 16, 83, 26, 91, 97, 98, 99]",11
1121,"[0, 97, 98, 99, 77, 46, 83, 19]",8
1122,"[0, 97, 98, 99, 37, 74, 53]",7
1123,"[0, 97, 98, 99, 69, 70, 77, 20]",8
1124,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1125,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1126,"[0, 74, 77, 19, 83, 23, 97, 98, 99, 46]",10
1127,"[0, 97, 98, 99, 37, 74, 53, 29]",8
1128,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1129,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1130,"[0, 97, 98, 99, 70, 74, 23]",7
1131,"[0, 70, 74, 77, 16, 83, 26, 91, 97, 98, 99]",11
1132,"[0, 70, 74, 13, 18, 23, 29, 97, 98, 99, 42, 57]",12
1133,"[0, 97, 98, 99, 37, 74, 43, 44]",8
1134,"[0, 70, 74, 77, 83, 20, 23, 97, 98, 99]",10
1135,"[0, 97, 98, 99, 37, 74, 53, 88, 29]",9
1136,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1137,"[0, 97, 98, 99, 74, 20, 23]",7
1138,"[0, 74, 13, 18, 19, 29, 33, 97, 99, 98, 37, 38, 42]",13
1139,"[0, 64, 2, 70, 74, 23, 29, 97, 98, 99, 57]",11
1140,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1141,"[0, 97, 98, 99, 37, 38, 74, 29]",8
1142,"[0, 97, 98, 99, 37, 74, 11]",7
1143,"[0, 64, 69, 70, 77, 19, 97, 98, 99, 46, 47]",11
1144,"[0, 97, 98, 99, 37, 38, 74, 11, 29]",9
1145,"[0, 74, 77, 83, 29, 93, 97, 98, 35, 99, 46, 53]",12
1146,"[0, 74, 77, 19, 83, 23, 97, 98, 99, 46]",10
1147,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1148,"[0, 74, 19, 29, 33, 97, 99, 98, 37, 38, 43, 44]",12
1149,"[0, 69, 70, 77, 19, 20, 97, 98, 99, 46]",10
1150,"[0, 97, 98, 99, 37, 74]",6
1151,"[0, 64, 2, 70, 74, 23, 29, 97, 98, 99, 57]",11
1152,"[0, 97, 98, 99, 84, 20]",6
1153,"[0, 70, 77, 16, 19, 20, 83, 91, 97, 98, 99, 46]",12
1154,"[0, 97, 98, 99, 37, 74, 53]",7
1155,"[0, 64, 2, 70, 74, 23, 29, 97, 98, 99, 57]",11
1156,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1157,"[0, 97, 98, 99, 74, 23]",6
1158,"[0, 64, 2, 70, 74, 23, 29, 97, 98, 99, 57]",11
1159,"[0, 97, 98, 99, 37, 74]",6
1160,"[0, 97, 98, 99, 37, 74, 43, 44, 53]",9
1161,"[0, 97, 98, 99, 77, 83, 20, 84, 55]",9
1162,"[0, 70, 8, 77, 16, 83, 20, 26, 91, 97, 98, 99]",12
1163,"[0, 70, 74, 77, 16, 83, 26, 91, 97, 98, 99]",11
1164,"[0, 74, 19, 29, 33, 97, 99, 98, 37, 38, 43, 44]",12
1165,"[0, 97, 98, 99, 74, 83, 53, 29]",8
1166,"[0, 97, 98, 99, 74, 43, 44, 29]",8
1167,"[0, 70, 77, 16, 19, 20, 91, 97, 98, 99, 46]",11
1168,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1169,"[0, 97, 98, 99, 77, 83, 20, 84]",8
1170,"[0, 97, 98, 99, 37, 74, 11, 53, 29]",9
1171,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1172,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1173,"[0, 97, 98, 99, 77, 46, 19, 20, 91]",9
1174,"[0, 74, 77, 19, 83, 23, 97, 98, 99, 46]",10
1175,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1176,"[0, 74, 77, 97, 98, 35, 99, 37, 43, 44, 53]",11
1177,"[0, 64, 2, 70, 74, 23, 29, 97, 98, 99, 57]",11
1178,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1179,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1180,"[0, 70, 76, 77, 16, 20, 26, 91, 97, 98, 99]",11
1181,"[0, 32, 98, 99, 97, 74, 77, 83, 23]",9
1182,"[0, 74, 83, 97, 98, 99, 37, 43, 44, 53]",10
1183,"[0, 64, 2, 70, 74, 23, 97, 98, 99, 57]",10
1184,"[0, 74, 19, 29, 33, 97, 99, 98, 37, 38, 43, 44]",12
1185,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1186,"[0, 97, 98, 99, 20, 84]",6
1187,"[0, 97, 98, 99, 37, 74, 53, 23, 29]",9
1188,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1189,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1190,"[0, 70, 74, 23, 26, 29, 32, 97, 98, 99, 57]",11
1191,"[0, 97, 98, 99, 37, 74, 91]",7
1192,"[0, 97, 98, 99, 37, 74, 94]",7
1193,"[0, 74, 83, 29, 97, 98, 99, 43, 44, 53]",10
1194,"[0, 74, 83, 97, 98, 99, 37, 43, 44, 53]",10
1195,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1196,"[0, 70, 74, 13, 18, 23, 29, 97, 98, 99, 42, 57]",12
1197,"[0, 97, 98, 99, 70, 74, 77, 83, 23]",9
1198,"[0, 74, 11, 83, 94, 97, 98, 99, 37, 43, 44, 53]",12
1199,"[0, 70, 74, 76, 77, 16, 83, 20, 91, 97, 98, 99]",12
1200,"[0, 32, 97, 99, 98, 70, 74, 23, 57]",9
1201,"[0, 70, 74, 77, 23, 91, 97, 98, 99, 57]",10
1202,"[0, 64, 69, 70, 77, 19, 83, 84, 97, 98, 99, 46, 50]",13
1203,"[0, 97, 98, 99, 69, 70, 77, 20]",8
1204,"[0, 97, 98, 99, 37, 74, 53, 88, 29]",9
1205,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1206,"[0, 70, 8, 74, 77, 16, 83, 26, 91, 97, 98, 99]",12
1207,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1208,"[0, 70, 74, 13, 18, 23, 29, 97, 98, 99, 42, 57]",12
1209,"[0, 74, 83, 97, 98, 99, 37, 43, 44, 53]",10
1210,"[0, 70, 74, 13, 18, 23, 29, 97, 98, 99, 42, 57]",12
1211,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1212,"[0, 74, 83, 97, 98, 99, 37, 43, 44, 53]",10
1213,"[0, 70, 8, 77, 16, 83, 20, 26, 91, 97, 98, 99]",12
1214,"[0, 70, 77, 16, 83, 92, 32, 97, 98, 99]",10
1215,"[0, 74, 13, 18, 29, 97, 98, 99, 37, 38, 42]",11
1216,"[0, 97, 98, 99, 70, 77, 16, 20, 91]",9
1217,"[0, 70, 77, 16, 19, 26, 91, 97, 98, 34, 99, 46]",12
1218,"[0, 70, 74, 23, 29, 32, 97, 98, 99, 57]",10
1219,"[0, 97, 98, 99, 74, 83, 53, 29]",8
1220,"[0, 74, 83, 29, 97, 98, 99, 37, 53, 55]",10
1221,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1222,"[0, 74, 77, 13, 18, 83, 29, 97, 98, 99, 42]",11
1223,"[0, 74, 83, 94, 97, 98, 99, 37, 43, 44, 53]",11
1224,"[0, 32, 97, 99, 98, 70, 77, 91]",8
1225,"[0, 74, 77, 83, 33, 97, 99, 98, 37, 43, 44, 53]",12
1226,"[0, 70, 74, 77, 16, 83, 26, 91, 97, 98, 99]",11
1227,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1228,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
1229,"[0, 70, 76, 77, 16, 83, 20, 26, 91, 97, 98, 99]",12
1230,"[0, 70, 74, 76, 77, 16, 83, 20, 91, 97, 98, 99]",12
1231,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1232,"[0, 69, 70, 77, 19, 20, 97, 98, 99, 46]",10
1233,"[0, 70, 77, 16, 19, 20, 83, 91, 97, 98, 99, 46]",12
1234,"[0, 74, 83, 97, 98, 99, 37, 43, 44, 53]",10
1235,"[0, 97, 98, 99, 74, 20, 23]",7
1236,"[0, 97, 98, 99, 70, 74, 20, 23]",8
1237,"[0, 74, 77, 13, 83, 91, 29, 97, 98, 99, 44]",11
1238,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
1239,"[0, 97, 98, 99, 74, 20, 23]",7
1240,"[0, 97, 98, 99, 74, 77, 83, 53, 29]",9
1241,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1242,"[0, 32, 97, 99, 98, 70, 42, 13, 18]",9
1243,"[0, 74, 83, 29, 97, 98, 99, 43, 44, 53]",10
1244,"[0, 69, 70, 77, 19, 20, 83, 97, 98, 99, 46]",11
1245,"[0, 70, 10, 77, 16, 19, 20, 83, 91, 97, 98, 99, 46]",13
1246,"[0, 70, 8, 74, 77, 16, 83, 26, 91, 97, 98, 99]",12
1247,"[0, 97, 98, 99, 20, 84]",6
1248,"[0, 97, 98, 99, 70, 74, 20, 23]",8
1249,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1250,"[0, 70, 10, 77, 16, 19, 20, 83, 91, 97, 98, 99, 46]",13
1251,"[0, 74, 77, 13, 18, 83, 29, 97, 98, 99, 42]",11
1252,"[0, 97, 98, 99, 37, 74, 83, 53]",8
1253,"[0, 74, 77, 13, 18, 83, 29, 93, 97, 98, 35, 99, 42, 46]",14
1254,"[0, 97, 98, 99, 74, 23, 57]",7
1255,"[0, 74, 19, 29, 33, 97, 99, 98, 37, 38, 43, 44]",12
1256,"[0, 70, 76, 77, 16, 83, 20, 26, 91, 97, 98, 99]",12
1257,"[0, 70, 74, 23, 26, 29, 32, 97, 98, 99, 57]",11
1258,"[0, 74, 77, 83, 29, 97, 98, 99, 45, 53]",10
1259,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1260,"[0, 71, 74, 83, 94, 97, 98, 99, 37, 43, 44, 53]",12
1261,"[0, 97, 98, 99, 74, 43, 44, 29]",8
1262,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1263,"[0, 70, 74, 23, 26, 29, 32, 97, 98, 99, 57]",11
1264,"[0, 33, 98, 97, 99, 37, 74, 77, 29]",9
1265,"[0, 70, 76, 77, 16, 83, 20, 26, 91, 97, 98, 99]",12
1266,"[0, 74, 77, 13, 18, 19, 83, 29, 33, 97, 99, 98, 37, 38, 42]",15
1267,"[0, 70, 74, 23, 26, 29, 32, 97, 98, 99, 57]",11
1268,"[0, 70, 74, 23, 26, 29, 32, 97, 98, 99, 57]",11
1269,"[0, 97, 98, 99, 74, 77, 83, 20, 23]",9
1270,"[0, 74, 83, 23, 29, 97, 98, 99, 43, 44, 53]",11
1271,"[0, 74, 77, 83, 29, 97, 98, 35, 99, 37, 43, 44, 53]",13
1272,"[0, 97, 98, 99, 70, 74, 23]",7
1273,"[0, 97, 98, 99, 77, 46, 83, 19, 20]",9
1274,"[0, 70, 74, 19, 23, 29, 97, 98, 99, 46]",10
1275,"[0, 70, 8, 76, 77, 16, 83, 20, 26, 91, 97, 98, 99]",13
1276,"[0, 70, 74, 23, 29, 93, 97, 98, 99, 35, 46, 57]",12
1277,"[0, 97, 98, 99, 77, 83, 91]",7
1278,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1279,"[0, 97, 98, 99, 70, 74, 46, 19, 23]",9
1280,"[0, 97, 98, 99, 37, 74, 91]",7
1281,"[0, 97, 98, 99, 20, 84]",6
1282,"[0, 70, 76, 77, 16, 83, 20, 26, 91, 97, 98, 99]",12
1283,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1284,"[0, 74, 77, 13, 18, 83, 97, 98, 99, 42]",10
1285,"[0, 69, 70, 77, 19, 20, 83, 97, 98, 99, 46]",11
1286,"[0, 70, 8, 74, 77, 16, 83, 26, 91, 97, 98, 99]",12
1287,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1288,"[0, 70, 10, 77, 16, 19, 91, 97, 34, 98, 99, 46, 50, 52]",14
1289,"[0, 74, 77, 29, 33, 97, 98, 99, 37, 43, 44]",11
1290,"[0, 64, 97, 99, 2, 98, 74, 23, 57]",9
1291,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1292,"[0, 74, 77, 83, 29, 93, 97, 98, 35, 99]",10
1293,"[0, 70, 74, 23, 26, 29, 32, 97, 98, 99, 57]",11
1294,"[0, 70, 74, 23, 29, 32, 97, 98, 99, 57]",10
1295,"[0, 70, 74, 23, 29, 93, 97, 98, 99, 35, 46, 57]",12
1296,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1297,"[0, 70, 74, 76, 77, 16, 83, 20, 91, 97, 98, 99]",12
1298,"[0, 74, 83, 88, 29, 97, 98, 99, 43, 44, 53]",11
1299,"[0, 71, 74, 83, 94, 97, 98, 99, 37, 44, 53, 59]",12
1300,"[0, 97, 98, 99, 70, 74, 46, 19, 23]",9
1301,"[0, 97, 98, 99, 74, 20, 23, 57]",8
1302,"[0, 97, 98, 99, 74, 20, 23]",7
1303,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
1304,"[0, 97, 98, 99, 37, 74, 42, 13, 18]",9
1305,"[0, 70, 74, 77, 16, 83, 26, 91, 97, 98, 99]",11
1306,"[0, 70, 8, 74, 77, 16, 83, 26, 91, 97, 98, 99]",12
1307,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1308,"[0, 70, 74, 77, 23, 91, 29, 97, 98, 99, 57]",11
1309,"[0, 74, 77, 83, 29, 97, 98, 99, 43, 44]",10
1310,"[0, 7, 13, 83, 91, 97, 98, 99, 37, 42]",10
1311,"[0, 70, 74, 23, 93, 29, 97, 98, 99, 35, 46, 57]",12
1312,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1313,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
1314,"[0, 70, 74, 23, 26, 29, 32, 97, 98, 99, 57]",11
1315,"[0, 33, 97, 98, 99, 37, 74, 77, 29]",9
1316,"[0, 70, 74, 23, 29, 93, 97, 98, 99, 35, 46, 57]",12
1317,"[0, 74, 13, 77, 18, 83, 29, 97, 98, 99, 42]",11
1318,"[0, 74, 13, 18, 23, 29, 97, 98, 99, 42, 57]",11
1319,"[0, 74, 14, 83, 29, 97, 98, 99, 37, 53]",10
1320,"[0, 74, 77, 13, 18, 83, 91, 97, 98, 99, 37, 42]",12
1321,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 53]",12
1322,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1323,"[0, 97, 98, 99, 74, 23, 57]",7
1324,"[0, 70, 77, 16, 19, 83, 26, 91, 97, 34, 98, 99, 46]",13
1325,"[0, 97, 98, 99, 37, 74, 77, 83, 91]",9
1326,"[0, 97, 98, 99, 74, 29]",6
1327,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1328,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1329,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
1330,"[0, 74, 77, 13, 18, 83, 29, 97, 98, 99, 42]",11
1331,"[0, 74, 83, 29, 97, 98, 99, 43, 44, 53]",10
1332,"[0, 97, 98, 99, 37, 74, 91]",7
1333,"[0, 32, 98, 99, 97, 8, 20]",7
1334,"[0, 70, 74, 19, 23, 29, 97, 98, 99, 46]",10
1335,"[0, 74, 11, 83, 94, 97, 98, 99, 37, 53]",10
1336,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1337,"[0, 1, 70, 74, 77, 23, 29, 97, 98, 99, 57]",11
1338,"[0, 74, 77, 83, 29, 93, 97, 98, 35, 99, 45, 46, 53]",13
1339,"[0, 97, 98, 99, 37, 7, 42, 13]",8
1340,"[0, 97, 98, 99, 74, 83, 53, 29]",8
1341,"[0, 70, 8, 74, 77, 16, 83, 26, 91, 97, 98, 99]",12
1342,"[0, 97, 98, 99, 70, 74, 16, 91]",8
1343,"[0, 7, 77, 13, 29, 97, 98, 99, 37, 38, 41, 42]",12
1344,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1345,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1346,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1347,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1348,"[0, 97, 98, 99, 74, 83, 53, 29]",8
1349,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1350,"[0, 74, 77, 13, 18, 83, 29, 97, 98, 99, 42]",11
1351,"[0, 70, 74, 23, 26, 29, 32, 97, 98, 99, 57]",11
1352,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1353,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1354,"[0, 70, 77, 83, 19, 97, 98, 99, 46, 55]",10
1355,"[0, 70, 8, 74, 77, 16, 83, 26, 91, 97, 98, 99]",12
1356,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
1357,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
1358,"[0, 70, 8, 76, 77, 16, 83, 20, 26, 91, 97, 98, 99]",13
1359,"[0, 74, 83, 29, 97, 98, 99, 43, 44, 53]",10
1360,"[0, 74, 14, 83, 29, 97, 98, 99, 37, 53]",10
1361,"[0, 97, 98, 99, 70, 74, 16, 26, 91]",9
1362,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1363,"[0, 97, 98, 99, 37, 74, 91]",7
1364,"[0, 97, 98, 99, 70, 74, 46, 19, 23]",9
1365,"[0, 70, 74, 19, 23, 29, 97, 98, 99, 46]",10
1366,"[0, 70, 77, 16, 19, 83, 26, 97, 34, 98, 99, 46]",12
1367,"[0, 74, 77, 13, 18, 83, 29, 97, 98, 99, 42]",11
1368,"[0, 74, 77, 13, 18, 83, 97, 98, 99, 42]",10
1369,"[0, 74, 77, 13, 18, 83, 93, 29, 97, 98, 35, 99, 42]",13
1370,"[0, 97, 98, 99, 74, 29]",6
1371,"[0, 97, 98, 99, 70, 74, 16, 91]",8
1372,"[0, 7, 13, 83, 91, 97, 98, 99, 37, 42]",10
1373,"[0, 74, 77, 13, 18, 83, 91, 29, 97, 98, 99, 42]",12
1374,"[0, 97, 98, 99, 37, 74, 91]",7
1375,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1376,"[0, 74, 77, 13, 18, 83, 91, 29, 97, 98, 99, 42]",12
1377,"[0, 70, 74, 23, 29, 97, 98, 99, 53, 57]",10
1378,"[0, 74, 77, 13, 18, 83, 29, 97, 98, 99, 42]",11
1379,"[0, 70, 77, 16, 19, 83, 26, 91, 97, 34, 99, 98, 46]",13
1380,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
1381,"[0, 70, 74, 76, 77, 16, 83, 20, 91, 97, 98, 99]",12
1382,"[0, 74, 77, 13, 18, 83, 91, 97, 98, 99, 42]",11
1383,"[0, 70, 8, 77, 16, 83, 20, 26, 91, 97, 98, 99]",12
1384,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1385,"[0, 97, 98, 99, 74, 29]",6
1386,"[0, 70, 8, 74, 77, 16, 83, 26, 91, 97, 98, 99]",12
1387,"[0, 74, 11, 83, 94, 97, 98, 99, 37, 53]",10
1388,"[0, 70, 8, 74, 77, 16, 83, 26, 91, 97, 98, 99]",12
1389,"[0, 97, 98, 99, 37, 7, 42, 13]",8
1390,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
1391,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1392,"[0, 74, 77, 13, 83, 29, 97, 98, 99, 44, 53]",11
1393,"[0, 74, 77, 83, 29, 93, 97, 98, 35, 99, 46]",11
1394,"[0, 97, 98, 99, 74, 44, 13, 91, 29]",9
1395,"[0, 70, 8, 77, 16, 19, 83, 26, 91, 97, 34, 99, 98, 46]",14
1396,"[0, 74, 77, 13, 18, 83, 29, 97, 98, 99, 42]",11
1397,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
1398,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1399,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
1400,"[0, 97, 98, 99, 42, 13, 77, 83]",8
1401,"[0, 97, 98, 99, 70, 74, 16, 26, 91]",9
1402,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1403,"[0, 97, 98, 99, 70, 74, 16, 91]",8
1404,"[0, 97, 98, 99, 20, 84]",6
1405,"[0, 74, 77, 13, 18, 83, 91, 29, 97, 98, 99, 42]",12
1406,"[0, 97, 98, 99, 70, 74, 16, 91]",8
1407,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1408,"[0, 74, 77, 13, 18, 83, 29, 97, 98, 99, 42]",11
1409,"[0, 70, 8, 74, 77, 16, 26, 91, 97, 98, 99]",11
1410,"[0, 97, 98, 99, 84, 55]",6
1411,"[0, 74, 77, 13, 83, 29, 97, 98, 99, 44]",10
1412,"[0, 70, 8, 77, 16, 19, 83, 26, 91, 97, 34, 99, 98, 46]",14
1413,"[0, 70, 74, 77, 16, 83, 26, 91, 97, 98, 99]",11
1414,"[0, 70, 74, 77, 16, 91, 92, 97, 98, 99]",10
1415,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1416,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1417,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1418,"[0, 70, 76, 77, 16, 83, 20, 26, 91, 97, 98, 99]",12
1419,"[0, 70, 74, 77, 23, 94, 97, 98, 99, 57]",10
1420,"[0, 70, 77, 16, 19, 20, 83, 91, 97, 98, 99, 46]",12
1421,"[0, 70, 77, 16, 19, 26, 91, 97, 34, 98, 99, 46]",12
1422,"[0, 70, 74, 23, 29, 93, 97, 98, 99, 35, 46, 57]",12
1423,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1424,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
1425,"[0, 97, 98, 99, 37, 74, 83, 53, 94]",9
1426,"[0, 97, 98, 99, 74, 23, 57]",7
1427,"[0, 70, 74, 23, 26, 29, 97, 98, 99, 57]",10
1428,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1429,"[0, 97, 98, 99, 77, 83, 91]",7
1430,"[0, 97, 98, 99, 74, 29]",6
1431,"[0, 74, 77, 13, 18, 83, 29, 97, 98, 99, 42]",11
1432,"[0, 97, 98, 99, 74, 29]",6
1433,"[0, 70, 74, 19, 23, 29, 97, 98, 99, 46]",10
1434,"[0, 70, 74, 13, 18, 23, 29, 97, 98, 99, 42, 57]",12
1435,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
1436,"[0, 74, 77, 13, 18, 83, 91, 29, 97, 98, 99, 42]",12
1437,"[0, 97, 98, 99, 70, 74, 23]",7
1438,"[0, 70, 77, 19, 20, 83, 97, 98, 99, 46]",10
1439,"[0, 74, 13, 18, 19, 91, 29, 30, 97, 98, 99, 37, 38, 42]",14
1440,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1441,"[0, 70, 8, 74, 77, 16, 83, 26, 91, 97, 98, 99]",12
1442,"[0, 70, 8, 77, 16, 83, 20, 26, 91, 97, 98, 99]",12
1443,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
1444,"[0, 64, 2, 70, 74, 23, 29, 97, 98, 99, 57]",11
1445,"[0, 7, 13, 83, 91, 97, 98, 99, 37, 42]",10
1446,"[0, 74, 13, 18, 29, 93, 97, 98, 35, 99, 42]",11
1447,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
1448,"[0, 97, 98, 99, 70, 74, 23, 57]",8
1449,"[0, 70, 74, 23, 29, 93, 97, 98, 99, 35, 46, 57]",12
1450,"[0, 97, 98, 99, 74, 83, 53, 23, 29]",9
1451,"[0, 97, 98, 99, 70, 74, 23, 57, 29]",9
1452,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
1453,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
1454,"[0, 97, 98, 99, 74, 42, 13, 18, 29]",9
1455,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
1456,"[0, 97, 98, 99, 74, 83, 53, 29]",8
1457,"[0, 70, 77, 16, 19, 26, 91, 97, 34, 98, 99, 46]",12
1458,"[0, 71, 74, 83, 94, 97, 98, 99, 37, 44, 53, 59]",12
