step,node_ids,num_nodes
6469,"[0, 97, 98, 99, 74, 77, 91]",7
6470,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6471,"[0, 97, 98, 99, 70, 10, 16, 52, 26]",9
6472,"[0, 74, 13, 18, 23, 91, 29, 97, 98, 99, 37, 42]",12
6473,"[0, 97, 98, 99, 74, 77, 91]",7
6474,"[0, 97, 98, 99, 74, 77, 91]",7
6475,"[0, 64, 74, 77, 13, 83, 91, 97, 98, 99, 42]",11
6476,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42]",12
6477,"[0, 97, 98, 99, 74, 77, 91]",7
6478,"[0, 97, 98, 99, 69, 70, 74, 77]",8
6479,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6480,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6481,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6482,"[0, 74, 13, 18, 91, 29, 97, 98, 99, 42]",10
6483,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6484,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6485,"[0, 97, 98, 99, 74, 23, 29]",7
6486,"[0, 97, 98, 99, 74, 77, 83, 91]",8
6487,"[0, 97, 98, 99, 74, 77, 91]",7
6488,"[0, 74, 11, 83, 29, 97, 98, 99, 37, 53]",10
6489,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6490,"[0, 74, 77, 83, 23, 91, 29, 97, 98, 99, 53]",11
6491,"[0, 74, 77, 83, 23, 29, 32, 97, 98, 99, 37, 53]",12
6492,"[0, 74, 13, 14, 83, 29, 94, 97, 98, 99, 44, 53]",12
6493,"[0, 69, 70, 77, 19, 91, 29, 97, 98, 99, 46, 49]",12
6494,"[0, 97, 98, 99, 74, 77, 91]",7
6495,"[0, 97, 98, 99, 37, 74, 23, 91, 29]",9
6496,"[0, 69, 70, 74, 77, 91, 97, 98, 99, 50]",10
6497,"[0, 97, 98, 99, 74, 23]",6
6498,"[0, 97, 98, 99, 74, 77, 91]",7
6499,"[0, 97, 98, 99, 74, 77, 83, 91]",8
6500,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
6501,"[0, 97, 98, 99, 74, 77, 91]",7
6502,"[0, 97, 98, 99, 77, 46, 50, 19, 91]",9
6503,"[0, 97, 98, 99, 74, 20, 23]",7
6504,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42]",12
6505,"[0, 97, 98, 99, 74, 77, 91]",7
6506,"[0, 97, 98, 99, 74, 77, 91]",7
6507,"[0, 97, 98, 99, 74, 83, 53, 29]",8
6508,"[0, 97, 98, 99, 74, 77, 91]",7
6509,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6510,"[0, 97, 98, 99, 74, 77, 20, 91]",8
6511,"[0, 97, 98, 99, 77, 83, 52, 91]",8
6512,"[0, 97, 98, 99, 74, 77, 91]",7
6513,"[0, 11, 13, 83, 91, 97, 98, 99, 37, 42]",10
6514,"[0, 69, 70, 77, 19, 97, 98, 99, 46, 49, 50]",11
6515,"[0, 74, 77, 13, 18, 83, 87, 23, 91, 29, 32, 97, 98, 99, 37, 42]",16
6516,"[0, 97, 98, 99, 74, 77, 91]",7
6517,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6518,"[0, 69, 70, 74, 77, 91, 97, 98, 99, 50]",10
6519,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6520,"[0, 97, 98, 99, 74, 77, 91]",7
6521,"[0, 74, 13, 18, 23, 87, 29, 32, 97, 98, 99, 37, 42]",13
6522,"[0, 97, 98, 99, 77, 52, 91]",7
6523,"[0, 97, 98, 99, 74, 77, 91]",7
6524,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6525,"[0, 97, 98, 99, 74, 77, 91]",7
6526,"[0, 97, 98, 99, 69, 70, 77, 20]",8
6527,"[0, 97, 98, 99, 74, 77, 91]",7
6528,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
6529,"[0, 97, 98, 99, 74, 77, 91]",7
6530,"[0, 97, 98, 99, 74, 77, 83, 91]",8
6531,"[0, 69, 70, 77, 91, 29, 97, 98, 99, 50, 52]",11
6532,"[0, 97, 98, 99, 74, 77, 91]",7
6533,"[0, 97, 98, 99, 74, 77, 91]",7
6534,"[0, 74, 13, 87, 23, 91, 29, 32, 97, 98, 99, 37, 42, 57]",14
6535,"[0, 70, 74, 13, 18, 23, 29, 97, 98, 99, 42, 57]",12
6536,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46]",11
6537,"[0, 69, 70, 77, 19, 91, 29, 97, 98, 99, 46, 49]",12
6538,"[0, 97, 98, 99, 74, 77, 91]",7
6539,"[0, 97, 98, 99, 74, 77, 91]",7
6540,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6541,"[0, 74, 23, 93, 29, 32, 97, 98, 35, 99, 37, 46]",12
6542,"[0, 97, 98, 99, 74, 77, 91]",7
6543,"[0, 74, 13, 23, 87, 29, 32, 97, 98, 99, 37, 42, 57]",13
6544,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37, 53]",11
6545,"[0, 97, 98, 99, 77, 52, 91]",7
6546,"[0, 97, 98, 99, 74, 77, 91]",7
6547,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6548,"[0, 97, 98, 99, 37, 74, 83, 91, 29]",9
6549,"[0, 97, 98, 99, 69, 70, 77, 91, 29]",9
6550,"[0, 97, 98, 99, 74, 83, 53, 23, 29]",9
6551,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6552,"[0, 97, 98, 99, 74, 83, 53, 23, 29]",9
6553,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6554,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6555,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
6556,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6557,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6558,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6559,"[0, 74, 13, 18, 23, 87, 29, 32, 97, 98, 99, 37, 42, 57]",14
6560,"[0, 74, 13, 18, 23, 87, 29, 32, 97, 98, 99, 37, 42]",13
6561,"[0, 97, 98, 99, 74, 77, 91]",7
6562,"[0, 69, 70, 77, 19, 97, 98, 99, 46, 49, 50]",11
6563,"[0, 97, 98, 99, 74, 77, 91]",7
6564,"[0, 97, 98, 99, 74, 77, 91]",7
6565,"[0, 97, 98, 99, 74, 77, 91]",7
6566,"[0, 97, 98, 99, 69, 70, 74, 77]",8
6567,"[0, 69, 70, 77, 19, 91, 29, 97, 98, 99, 46]",11
6568,"[0, 97, 98, 99, 74, 77, 91]",7
6569,"[0, 97, 98, 99, 74, 77, 91]",7
6570,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
6571,"[0, 97, 98, 99, 74, 77, 91]",7
6572,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6573,"[0, 97, 98, 99, 74, 44, 77, 23, 29]",9
6574,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
6575,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6576,"[0, 97, 98, 99, 74, 77, 91]",7
6577,"[0, 97, 98, 99, 74, 77, 91]",7
6578,"[0, 97, 98, 99, 74, 77, 91]",7
6579,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",11
6580,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42]",12
6581,"[0, 74, 13, 18, 87, 23, 29, 32, 97, 98, 99, 37, 42]",13
6582,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6583,"[0, 97, 98, 99, 74, 77, 91]",7
6584,"[0, 11, 13, 77, 83, 97, 98, 99, 37, 42]",10
6585,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6586,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6587,"[0, 97, 98, 99, 74, 77, 91]",7
6588,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6589,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6590,"[0, 11, 13, 83, 91, 97, 98, 99, 37, 42]",10
6591,"[0, 97, 98, 99, 70, 10, 16, 52, 26]",9
6592,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
6593,"[0, 97, 98, 99, 74, 77, 91]",7
6594,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6595,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6596,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6597,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37, 53]",11
6598,"[0, 97, 98, 99, 74, 77, 91]",7
6599,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
6600,"[0, 11, 77, 13, 83, 97, 98, 99, 37, 42]",10
6601,"[0, 74, 13, 14, 83, 29, 94, 97, 98, 99, 44, 53]",12
6602,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
6603,"[0, 74, 77, 83, 91, 29, 97, 98, 99, 37]",10
6604,"[0, 97, 98, 99, 74, 77, 91]",7
6605,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37, 53]",11
6606,"[0, 74, 13, 18, 23, 87, 29, 32, 97, 98, 99, 37, 42, 57]",14
6607,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6608,"[0, 97, 98, 99, 74, 77, 91]",7
6609,"[0, 74, 77, 83, 23, 29, 32, 97, 98, 99, 37, 53]",12
6610,"[0, 70, 74, 23, 93, 29, 97, 98, 99, 35, 46]",11
6611,"[0, 69, 70, 74, 77, 91, 97, 98, 99, 50]",10
6612,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
6613,"[0, 11, 13, 77, 83, 97, 98, 99, 37, 42]",10
6614,"[0, 97, 98, 99, 74, 77, 91]",7
6615,"[0, 64, 74, 77, 13, 83, 91, 97, 98, 99, 42]",11
6616,"[0, 97, 98, 99, 77, 83, 52, 91]",8
6617,"[0, 97, 98, 99, 74, 77, 91]",7
6618,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6619,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
6620,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6621,"[0, 97, 98, 99, 74, 20, 23]",7
6622,"[0, 69, 70, 77, 19, 97, 98, 99, 46, 49, 50]",11
6623,"[0, 97, 98, 99, 74, 77, 91]",7
6624,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42, 57]",12
6625,"[0, 97, 98, 99, 74, 77, 91]",7
6626,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6627,"[0, 69, 70, 74, 77, 91, 97, 98, 99, 50]",10
6628,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6629,"[0, 97, 98, 99, 70, 10, 16, 52, 26]",9
6630,"[0, 74, 13, 87, 23, 91, 29, 32, 97, 98, 99, 37, 42]",13
6631,"[0, 74, 13, 23, 87, 29, 32, 97, 98, 99, 37, 42, 57]",13
6632,"[0, 97, 98, 99, 74, 77, 91]",7
6633,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6634,"[0, 97, 98, 99, 69, 70, 77, 20]",8
6635,"[0, 97, 98, 99, 74, 77, 91]",7
6636,"[0, 97, 98, 99, 74, 77, 91]",7
6637,"[0, 97, 98, 99, 74, 77, 91]",7
6638,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42]",12
6639,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",11
6640,"[0, 97, 98, 99, 37, 74, 91, 29]",8
6641,"[0, 97, 98, 99, 74, 77, 91]",7
6642,"[0, 11, 13, 83, 91, 97, 98, 99, 37, 42]",10
6643,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6644,"[0, 97, 98, 99, 70, 10, 16, 52, 26]",9
6645,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42]",12
6646,"[0, 97, 98, 99, 74, 77, 91]",7
6647,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6648,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6649,"[0, 97, 98, 99, 74, 83, 53, 23, 29]",9
6650,"[0, 97, 98, 99, 74, 77, 91]",7
6651,"[0, 97, 98, 99, 74, 77, 91]",7
6652,"[0, 74, 13, 18, 87, 23, 29, 32, 97, 98, 99, 37, 42, 57]",14
6653,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
6654,"[0, 69, 70, 77, 19, 91, 29, 97, 98, 99, 46, 49]",12
6655,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6656,"[0, 74, 13, 18, 23, 91, 29, 97, 98, 99, 37, 42]",12
6657,"[0, 69, 70, 77, 91, 29, 97, 98, 99, 50, 52]",11
6658,"[0, 97, 98, 99, 77, 46, 50, 19, 91]",9
6659,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6660,"[0, 97, 98, 99, 74, 77, 91]",7
6661,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6662,"[0, 97, 98, 99, 74, 77, 91]",7
6663,"[0, 97, 98, 99, 74, 77, 91]",7
6664,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
6665,"[0, 69, 70, 77, 19, 91, 29, 97, 98, 99, 46]",11
6666,"[0, 97, 98, 99, 74, 77, 91]",7
6667,"[0, 97, 98, 99, 74, 77, 91]",7
6668,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42]",12
6669,"[0, 97, 98, 99, 74, 77, 91]",7
6670,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6671,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6672,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6673,"[0, 97, 98, 99, 74, 77, 91]",7
6674,"[0, 97, 98, 99, 74, 77, 91]",7
6675,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6676,"[0, 97, 98, 99, 74, 77, 91]",7
6677,"[0, 11, 13, 83, 91, 97, 98, 99, 37, 42]",10
6678,"[0, 69, 70, 77, 19, 29, 97, 98, 99, 46, 49, 50]",12
6679,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6680,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6681,"[0, 97, 98, 99, 74, 77, 91]",7
6682,"[0, 97, 98, 99, 69, 70, 77, 91, 29]",9
6683,"[0, 97, 98, 99, 74, 20, 23]",7
6684,"[0, 97, 98, 99, 74, 77, 20, 91]",8
6685,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6686,"[0, 97, 98, 99, 74, 77, 91]",7
6687,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6688,"[0, 97, 98, 99, 77, 52, 91]",7
6689,"[0, 97, 98, 99, 74, 77, 91]",7
6690,"[0, 97, 98, 99, 69, 70, 74, 77]",8
6691,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46, 57]",12
6692,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6693,"[0, 70, 74, 13, 18, 23, 29, 97, 98, 99, 42, 57]",12
6694,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
6695,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6696,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6697,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6698,"[0, 97, 98, 99, 74, 77, 83, 91]",8
6699,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
6700,"[0, 69, 70, 77, 16, 19, 26, 91, 29, 97, 98, 99, 46, 50]",14
6701,"[0, 74, 13, 18, 91, 29, 97, 98, 99, 42]",10
6702,"[0, 97, 98, 99, 77, 83, 52, 91]",8
6703,"[0, 97, 98, 99, 74, 83, 53, 29]",8
6704,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42]",12
6705,"[0, 97, 98, 99, 74, 77, 91]",7
6706,"[0, 74, 13, 18, 23, 87, 29, 32, 97, 98, 99, 37, 42]",13
6707,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6708,"[0, 74, 77, 83, 23, 91, 29, 97, 98, 99, 53]",11
6709,"[0, 97, 98, 99, 74, 77, 91]",7
6710,"[0, 74, 13, 23, 87, 91, 29, 32, 97, 98, 99, 37, 42, 57]",14
6711,"[0, 97, 98, 99, 74, 77, 91]",7
6712,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6713,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6714,"[0, 32, 34, 98, 97, 99, 8, 20]",8
6715,"[0, 97, 98, 99, 74, 77, 91]",7
6716,"[0, 97, 98, 99, 74, 77, 91]",7
6717,"[0, 97, 98, 99, 74, 77, 91]",7
6718,"[0, 97, 98, 99, 74, 77, 91]",7
6719,"[0, 97, 98, 99, 74, 77, 91]",7
6720,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37, 53]",11
6721,"[0, 97, 98, 99, 74, 23, 29]",7
6722,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6723,"[0, 97, 98, 99, 74, 77, 83, 91]",8
6724,"[0, 97, 98, 99, 74, 77, 91]",7
6725,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6726,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42, 57]",12
6727,"[0, 97, 98, 99, 74, 77, 91]",7
6728,"[0, 74, 13, 18, 23, 87, 29, 32, 97, 98, 99, 37, 42]",13
6729,"[0, 97, 98, 99, 77, 52, 91]",7
6730,"[0, 74, 11, 83, 29, 97, 98, 99, 37, 53]",10
6731,"[0, 74, 23, 29, 93, 32, 97, 98, 35, 99, 37, 46]",12
6732,"[0, 97, 98, 99, 74, 77, 91]",7
6733,"[0, 97, 98, 99, 74, 77, 91]",7
6734,"[0, 97, 98, 99, 74]",5
6735,"[0, 97, 98, 99, 74, 77, 83, 91]",8
6736,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6737,"[0, 97, 98, 99, 74, 23]",6
6738,"[0, 69, 70, 77, 19, 91, 29, 97, 98, 99, 46]",11
6739,"[0, 97, 98, 99, 74, 44, 77, 23, 29]",9
6740,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6741,"[0, 97, 98, 99, 74, 77, 91]",7
6742,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37]",10
6743,"[0, 11, 77, 13, 83, 97, 98, 99, 37, 42]",10
6744,"[0, 97, 98, 99, 69, 70, 74, 77]",8
6745,"[0, 97, 98, 99, 74, 83, 53, 29]",8
6746,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6747,"[0, 97, 98, 99, 74, 77, 91]",7
6748,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42]",12
6749,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
6750,"[0, 97, 98, 99, 74, 77, 91]",7
6751,"[0, 97, 98, 99, 74, 77, 91]",7
6752,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6753,"[0, 74, 13, 18, 91, 29, 97, 98, 99, 42]",10
6754,"[0, 69, 70, 77, 19, 91, 29, 97, 98, 99, 46]",11
6755,"[0, 97, 98, 99, 70, 10, 16, 52, 26]",9
6756,"[0, 97, 98, 99, 77, 52, 91]",7
6757,"[0, 97, 98, 99, 74, 77, 91]",7
6758,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6759,"[0, 97, 98, 99, 37, 74, 91, 29]",8
6760,"[0, 97, 98, 99, 74, 77, 83, 91]",8
6761,"[0, 70, 74, 13, 18, 23, 29, 97, 98, 99, 42, 57]",12
6762,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37]",10
6763,"[0, 69, 70, 74, 77, 91, 97, 98, 99, 50]",10
6764,"[0, 97, 98, 99, 74, 77, 91]",7
6765,"[0, 97, 98, 99, 69, 70, 74, 77]",8
6766,"[0, 74, 11, 83, 29, 97, 98, 99, 37, 53]",10
6767,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6768,"[0, 97, 98, 99, 74, 77, 91]",7
6769,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
6770,"[0, 97, 98, 99, 74, 77, 91]",7
6771,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6772,"[0, 74, 13, 18, 23, 87, 29, 32, 97, 98, 99, 37, 42]",13
6773,"[0, 11, 13, 83, 91, 97, 98, 99, 37, 42]",10
6774,"[0, 97, 98, 99, 70, 10, 16, 52, 26]",9
6775,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6776,"[0, 97, 98, 99, 74, 77, 91]",7
6777,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
6778,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6779,"[0, 97, 98, 99, 74, 77, 91]",7
6780,"[0, 97, 98, 99, 74, 23, 29]",7
6781,"[0, 97, 98, 99, 74, 77, 91]",7
6782,"[0, 97, 98, 99, 74, 77, 91]",7
6783,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42]",12
6784,"[0, 69, 70, 77, 16, 19, 26, 91, 29, 97, 98, 99, 46, 50]",14
6785,"[0, 97, 98, 99, 69, 70, 77, 20]",8
6786,"[0, 97, 98, 99, 74, 77, 91]",7
6787,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6788,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37, 53]",11
6789,"[0, 97, 98, 99, 74, 77, 83, 91]",8
6790,"[0, 69, 70, 77, 19, 91, 29, 97, 98, 99, 46]",11
6791,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
6792,"[0, 97, 98, 99, 74, 77, 91]",7
6793,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6794,"[0, 97, 98, 99, 74, 77, 91]",7
6795,"[0, 74, 77, 83, 23, 91, 29, 97, 98, 99, 53]",11
6796,"[0, 97, 98, 99, 74, 77, 91]",7
6797,"[0, 97, 98, 99, 74, 77, 91]",7
6798,"[0, 97, 98, 99, 74, 77, 91]",7
6799,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46]",11
6800,"[0, 97, 98, 99, 77, 52, 91]",7
6801,"[0, 97, 98, 99, 74, 77, 91]",7
6802,"[0, 97, 98, 99, 74, 77, 91]",7
6803,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6804,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6805,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42]",12
6806,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6807,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42]",12
6808,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
6809,"[0, 97, 98, 99, 74, 77, 91]",7
6810,"[0, 69, 70, 77, 29, 97, 98, 99, 50, 52]",10
6811,"[0, 11, 77, 13, 83, 97, 98, 99, 37, 42]",10
6812,"[0, 32, 97, 98, 99, 37, 74, 23, 29]",9
6813,"[0, 97, 98, 99, 74, 20, 23]",7
6814,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6815,"[0, 97, 98, 99, 74, 77, 91]",7
6816,"[0, 74, 13, 23, 87, 29, 32, 97, 98, 99, 37, 42, 57]",13
6817,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6818,"[0, 70, 74, 23, 29, 93, 97, 98, 35, 99, 46, 57]",12
6819,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
6820,"[0, 74, 77, 83, 91, 29, 97, 98, 99, 37]",10
6821,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6822,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6823,"[0, 97, 98, 99, 74, 77, 91]",7
6824,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6825,"[0, 97, 98, 99, 74, 20, 23]",7
6826,"[0, 74, 13, 14, 83, 29, 94, 97, 98, 99, 44, 53]",12
6827,"[0, 74, 13, 18, 87, 23, 29, 32, 97, 98, 99, 37, 42, 57]",14
6828,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
6829,"[0, 97, 98, 99, 74, 77, 91]",7
6830,"[0, 97, 98, 99, 74, 77, 91]",7
6831,"[0, 97, 98, 99, 74, 77, 91]",7
6832,"[0, 97, 98, 99, 69, 70, 77, 91, 29]",9
6833,"[0, 74, 83, 23, 29, 32, 97, 98, 99, 37, 53]",11
6834,"[0, 74, 13, 18, 23, 87, 29, 32, 97, 98, 99, 37, 42, 57]",14
6835,"[0, 97, 98, 99, 74, 77, 91]",7
6836,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
6837,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6838,"[0, 97, 98, 99, 74, 77, 91]",7
6839,"[0, 11, 13, 83, 91, 97, 98, 99, 37, 42]",10
6840,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",11
6841,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6842,"[0, 69, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",13
6843,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
6844,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
6845,"[0, 74, 13, 18, 87, 23, 29, 32, 97, 98, 99, 37, 42]",13
6846,"[0, 97, 98, 99, 74]",5
6847,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42]",12
6848,"[0, 97, 98, 99, 74, 77, 20, 91]",8
6849,"[0, 74, 13, 23, 87, 91, 29, 32, 97, 98, 99, 37, 42, 57]",14
6850,"[0, 97, 98, 99, 74, 83, 53, 29]",8
6851,"[0, 97, 98, 99, 74, 77, 91]",7
6852,"[0, 97, 98, 99, 74, 77, 91]",7
6853,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
6854,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
6855,"[0, 97, 98, 99, 74, 77, 91]",7
6856,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
6857,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",11
6858,"[0, 97, 98, 99, 74, 77, 91]",7
6859,"[0, 97, 98, 99, 77, 83, 52, 91]",8
6860,"[0, 97, 98, 99, 74, 44, 77, 23, 29]",9
6861,"[0, 74, 13, 18, 23, 29, 32, 97, 98, 99, 37, 42, 57]",13
6862,"[0, 69, 70, 77, 19, 29, 97, 98, 99, 46, 49, 50]",12
